http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1169086,"sset:p-PLC gamma1,2"
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819,http://identifiers.org/uniprot/Q9UNM6,http://identifiers.org/uniprot/P28066,http://identifiers.org/uniprot/Q92530,http://identifiers.org/uniprot/Q14997,http://identifiers.org/uniprot/Q99436,http://identifiers.org/uniprot/P20618,http://identifiers.org/uniprot/O00231,http://identifiers.org/uniprot/P43686,http://identifiers.org/uniprot/O14818,http://identifiers.org/uniprot/P49721,http://identifiers.org/uniprot/P28070,http://identifiers.org/uniprot/P61289,http://identifiers.org/uniprot/Q8TAA3,http://identifiers.org/uniprot/P48556,http://identifiers.org/uniprot/P60900,http://identifiers.org/uniprot/P35998,http://identifiers.org/uniprot/P40306,http://identifiers.org/uniprot/O43242,http://identifiers.org/uniprot/O00487,http://identifiers.org/uniprot/P62191,http://identifiers.org/uniprot/P28062,http://identifiers.org/uniprot/P62333,http://identifiers.org/uniprot/P49720,http://identifiers.org/uniprot/P25787,http://identifiers.org/uniprot/Q9UL46,http://identifiers.org/uniprot/P28072,http://identifiers.org/uniprot/P17980,http://identifiers.org/uniprot/P25789,http://identifiers.org/uniprot/Q13200,http://identifiers.org/uniprot/P28065,http://identifiers.org/uniprot/Q15008,http://identifiers.org/uniprot/P55036,http://identifiers.org/uniprot/Q16401,http://identifiers.org/uniprot/A5LHX3,http://identifiers.org/uniprot/P62195,http://identifiers.org/uniprot/P28074,http://identifiers.org/uniprot/Q06323,http://identifiers.org/uniprot/O00233,http://identifiers.org/uniprot/P60896,http://identifiers.org/uniprot/P25786,http://identifiers.org/uniprot/Q99460,http://identifiers.org/uniprot/P51665,http://identifiers.org/uniprot/O00232,http://identifiers.org/uniprot/P25788,http://identifiers.org/uniprot/O75832
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787755,http://identifiers.org/uniprot/Q6ZQY3
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1234142,http://identifiers.org/uniprot/P62877
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5676214,"sset:ELOVL1,2,3,5"
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1650765,sset:Prolyl 4-hydroxylase alpha subunits,http://identifiers.org/uniprot/P07237
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429835,http://identifiers.org/uniprot/Q8IZH2
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8869422,http://identifiers.org/uniprot/Q53H76
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-182558,"sset:p21,p27"
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201621,http://identifiers.org/uniprot/Q05397
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1222368,http://identifiers.org/uniprot/P14598,http://identifiers.org/uniprot/P13498,http://identifiers.org/uniprot/P19878,http://identifiers.org/uniprot/P04839,http://identifiers.org/uniprot/Q15080
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9640172,http://identifiers.org/uniprot/Q8NBW4
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1963584,sset:p-Y877-ERBB2 heterodimers,http://identifiers.org/uniprot/P04626
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6781821,http://identifiers.org/uniprot/P52434,http://identifiers.org/uniprot/P50613,http://identifiers.org/uniprot/Q13888,http://identifiers.org/uniprot/P51948,http://identifiers.org/uniprot/Q13889,http://identifiers.org/uniprot/P30876,http://identifiers.org/uniprot/P62487,http://identifiers.org/uniprot/Q92759,http://identifiers.org/uniprot/P18074,http://identifiers.org/uniprot/P62875,http://identifiers.org/uniprot/P24928,http://identifiers.org/uniprot/P19387,http://identifiers.org/uniprot/P61218,http://identifiers.org/uniprot/P19388,http://identifiers.org/uniprot/P19447,http://identifiers.org/uniprot/Q6ZYL4,http://identifiers.org/uniprot/P36954,http://identifiers.org/uniprot/P53803,http://identifiers.org/uniprot/P51946,http://identifiers.org/uniprot/P32780,http://identifiers.org/uniprot/O15514,http://identifiers.org/uniprot/P52435
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-53787,http://identifiers.org/uniprot/P18858
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70839,http://identifiers.org/uniprot/P24752
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3302000,http://identifiers.org/uniprot/Q9Y2Q3
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3601581,http://identifiers.org/uniprot/P49841,http://identifiers.org/uniprot/P25054,sset:PP2A regulatory subunit B56,http://identifiers.org/uniprot/Q5JTC6,http://identifiers.org/uniprot/P48729,http://identifiers.org/uniprot/P35222,sset:PP2A-catalytic subunit C,http://identifiers.org/uniprot/O15169,sset:PP2A-subunit A
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2076438,sset:HS3STs
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1605675,http://identifiers.org/uniprot/P07602,http://identifiers.org/uniprot/P04062
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6814775,http://identifiers.org/uniprot/Q7L5L3
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2395830,sset:NUDT1
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498775,http://identifiers.org/uniprot/Q32NB8
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-426024,sset:Diacylglycerol lipase
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064,sset:Src family tyrosine kinases (SFKs)
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9668547,http://identifiers.org/uniprot/P18754
http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-383188,http://identifiers.org/uniprot/P13569
